tour,player,elo,matches,last_date
WTA,Chieh Erh Cheng,1449.34,5,2024-09-09
ATP,Sebastian Santibanez,1449.01,5,2023-11-27
ATP,Ilya Rudiukov,1448.96,5,2022-09-05
WTA,Clara Schoen,1448.87,5,2024-08-05
WTA,Anastasiya Feklistova,1448.32,5,2021-01-18
WTA,Grace Koenig,1448.27,5,2025-07-14
WTA,Laura Goncalves Portela Borges,1447.94,5,2024-12-09
WTA,Sofiya Krinitsina,1447.92,5,2022-10-31
WTA,Anastassia Pantelic,1447.87,5,2021-06-14
WTA,Elif Kara,1447.86,5,2022-02-28
WTA,Angela Portoman,1447.69,5,2024-09-02
WTA,Erika Drozd Pereira,1447.56,5,2020-02-10
WTA,Gurleen Singh,1447.46,5,2023-11-27
WTA,Moira Valeria Miranda,1447.43,5,2022-11-14
WTA,Maria Vasileiadi,1447.38,5,2022-05-16
ATP,Carlos Gimenez Perez,1447.18,5,2024-12-02
ATP,Mason Recci,1447.02,5,2022-05-23
WTA,Heewon Kil,1446.87,5,2025-05-26
WTA,Natalia Klys,1446.57,5,2026-06-01
WTA,Daniela Jelinkova,1446.5,5,2020-01-20
WTA,Raluca Puscas,1446.33,5,2022-05-16
ATP,Jeiden Saidizand,1445.99,5,2024-05-13
WTA,Nigina Alimova,1445.89,5,2025-10-27
WTA,Defne Cavus,1445.88,5,2026-02-23
WTA,Yasmina Karimjanova,1445.71,5,2021-05-31
WTA,Bahar Kilic,1445.7,5,2026-01-12
ATP,Benedikt Szerencsits,1445.67,5,2025-09-01
ATP,Harold Van Raemdonck,1445.6,5,2024-07-22
WTA,Anna Caroline,1445.5,5,2022-05-23
WTA,Alicia Owegi,1445.38,5,2024-07-29
ATP,Kuan Shou Chen,1445.31,5,2025-11-03
WTA,Johanna Strom,1445.18,5,2021-05-17
WTA,Kristina Kovgan,1445.12,5,2026-06-01
ATP,Angel Josue Maleno Rosario,1445.06,5,2022-08-15
WTA,Ivana Celic,1444.89,5,2024-10-21
ATP,Luca Margaroli,1444.66,5,2024-03-04
WTA,Anu Moar,1444.55,5,2024-09-02
ATP,Alberto Garcia Garcia,1444.25,5,2026-03-23
WTA,Raquel Alvaro,1444.05,5,2022-10-10
ATP,Gus Grumet,1444.03,5,2025-11-03
WTA,Manuela Ganciar,1443.98,5,2024-11-25
WTA,Alexandra Mihaela Mazilu,1443.97,5,2024-07-22
ATP,Jason Taylor,1443.91,5,2023-07-10
WTA,Mora Basel,1443.85,5,2024-11-11
ATP,Ajay Pruthvi Nemakal,1443.59,5,2022-10-24
WTA,Alison Bai,1443.54,5,2022-01-10
WTA,Odessa Eisch,1443.45,5,2024-11-18
WTA,Alisa Terentyeva,1443.28,5,2026-05-04
ATP,Bautista Leguizamon,1443.17,5,2025-07-28
WTA,Riya Sachdeva,1443.11,5,2026-04-27
WTA,Elene Buchukuri,1442.53,5,2024-08-05
WTA,Mahika Khanna,1442.31,5,2026-04-27
ATP,Luca Teboul,1442.29,5,2023-05-01
WTA,Prisha Baliga,1442.19,5,2024-02-26
ATP,Joan Torres Espinosa,1442.19,5,2025-10-13
WTA,Rene Naishtut Nikishov,1442.0,5,2024-07-01
WTA,Layla Elragabi,1441.51,5,2022-01-10
ATP,Matei Adrian Georgescu,1441.37,5,2020-09-14
WTA,Mariya Yemshanova,1441.3,5,2026-05-25
ATP,Kenneth Rabinad Vila,1441.29,5,2024-05-13
ATP,Mikhail Malakhovich,1441.15,5,2024-09-16
WTA,Celia Morel,1441.07,5,2024-07-08
WTA,Milica Martinovic,1440.86,5,2024-06-03
WTA,Clara Cwajgenbaum,1440.78,5,2024-03-18
WTA,Vidula Amar,1440.77,5,2024-03-04
ATP,Iago Dominguez Alvarez,1440.77,5,2025-04-21
ATP,Pierce Brazil Rollins,1440.3,5,2024-06-17
WTA,Isabella Dunlap,1440.13,5,2023-05-15
ATP,Julian Messina,1439.92,5,2025-08-04
WTA,Maria Muratova,1439.76,5,2026-01-12
WTA,Mia Milisavljevic,1439.56,5,2024-05-27
ATP,Lachlan Gaskell,1439.33,5,2026-02-09
WTA,Laetitia Perona,1439.27,5,2022-11-28
ATP,Hugo Soares,1438.73,5,2026-05-04
WTA,Celia Bajo,1438.66,5,2023-03-13
WTA,Gabriela Paun,1438.31,5,2026-05-25
WTA,Mariapaz Ospina,1438.22,5,2024-04-22
ATP,Romain Andres,1438.07,5,2026-06-01
WTA,Laura Villanueva Morillo,1437.42,5,2023-10-02
ATP,William Mclennaghan,1437.42,5,2026-05-04
ATP,Alejandro Ochoa,1437.18,5,2025-02-24
ATP,Mathis Debru,1437.16,5,2025-11-10
ATP,Peter Sychev,1437.07,5,2025-10-27
WTA,Morgan Cross,1436.84,5,2023-08-07
ATP,Eleftherios Neos,1436.62,5,2025-03-17
ATP,Wonmin Kim,1436.31,5,2026-05-25
ATP,Sandro Szic,1436.01,5,2022-09-05
WTA,Anna Dziarkowska,1435.91,5,2022-08-08
WTA,Elena Calzada De Castro,1435.51,5,2024-07-29
WTA,Natalia Castaneda Guerrero,1435.13,5,2025-07-28
WTA,Sophie Parente,1435.08,5,2024-05-06
WTA,Nika Bumbak,1435.0,5,2025-09-29
ATP,Amar Huseinovic,1434.65,5,2025-05-19
WTA,Sae Utsunomiya,1434.3,5,2025-05-12
ATP,Niv Zuckerman,1434.22,5,2022-10-31
ATP,You Du,1434.11,5,2025-09-08
ATP,Duncan Mccall,1434.06,5,2025-12-15
ATP,Marko Maric,1433.97,5,2026-03-02
WTA,Olga Molchanova,1433.78,5,2024-09-02
ATP,Tommaso Roggero,1432.92,5,2022-09-12
ATP,Constantin Radu,1432.86,5,2024-09-23
WTA,Paula Cabrer,1432.68,5,2022-03-21
ATP,Parikshit Somani,1432.52,5,2025-09-01
WTA,Luciana Braga,1432.5,5,2023-05-22
ATP,Jabari Stafford,1432.41,5,2021-10-04
ATP,Yi Wei Zhang,1432.41,5,2025-09-22
ATP,Cooper Kose,1432.27,5,2026-02-09
ATP,Suleyman Deniz Gursoy,1432.13,5,2023-01-09
WTA,Abigeyle Bhopal,1432.12,5,2026-03-09
WTA,Dooa Akyurek,1431.79,5,2022-03-21
ATP,Tomas Papik,1431.69,5,2021-06-21
ATP,Patrick Kotan,1431.63,5,2026-04-27
ATP,Haydar Cem Gokpinar,1431.61,5,2026-06-01
ATP,Noah Merre,1431.54,5,2025-11-17
WTA,Karin Dirnbek,1431.12,5,2023-06-05
ATP,Bruno Oliveira,1430.84,5,2026-05-11
WTA,Carla Del Barrio,1430.77,5,2020-11-02
WTA,Maike Tiemersma,1430.74,5,2023-05-29
ATP,Ammar Alhogbani,1430.67,5,2021-11-22
WTA,Sofya Vedernikova,1430.49,5,2024-11-25
WTA,Alessandra Quintero Zaugg,1430.29,5,2024-12-16
WTA,Ruixi Zhang,1430.0,5,2024-06-24
ATP,Klim Kozyrev,1429.98,5,2023-02-27
WTA,Marina Adati,1429.9,5,2024-06-03
WTA,Zala Vnuk,1429.71,5,2024-03-11
WTA,Camille Cheli,1429.31,5,2025-09-08
ATP,Mateo Matulovich,1428.9,5,2025-07-07
WTA,Marie Brard Vidot,1428.76,5,2022-02-14
WTA,Dawon Chung,1428.38,5,2023-05-29
ATP,Diego Eloy Mendez Montiel,1428.14,5,2026-03-16
ATP,Nikola Matovic,1427.94,5,2025-08-18
ATP,William Ma,1427.85,5,2021-09-27
ATP,Danil Spasibo,1427.74,5,2021-10-11
WTA,Luiza Eidelvein,1427.58,5,2024-04-01
WTA,Tereza Krenkova,1426.7,5,2020-11-23
WTA,Ginebra Zoe Dominguez Riveros,1426.51,5,2025-11-10
ATP,Amor Jasika,1426.37,5,2022-08-15
WTA,Maria Gomez,1426.35,5,2020-03-02
ATP,Santiago Russo,1426.34,5,2024-03-18
WTA,Savannah Webster,1426.33,5,2024-11-04
WTA,Alexandra Damaschin,1426.07,5,2024-11-11
WTA,Andrea Perez Bordon,1425.94,5,2023-04-24
WTA,Dasha Borodatova,1425.44,5,2022-01-17
ATP,Artiom Dorofeev,1425.26,5,2023-07-24
ATP,Viacheslav Yulik,1425.16,5,2025-05-26
WTA,Maria Penalver Aguilo,1425.12,5,2025-09-15
WTA,Viktoria Kleer Kliimand,1425.07,5,2022-08-08
WTA,India Rojano,1424.97,5,2023-10-23
ATP,Mateo  Labuckas,1424.97,5,2023-02-20
WTA,Laiza Sicatto Da Silva,1424.87,5,2022-08-01
WTA,Adrienn Putirac,1424.64,5,2024-08-05
WTA,Mariana Vargas Carrascal,1424.48,5,2021-05-10
WTA,Malak Walaa Mohamed,1424.42,5,2022-08-15
WTA,Mia Sara Ribnikar,1424.42,5,2025-07-28
ATP,Naufal Siddiq Kamaruzzaman,1424.32,5,2025-11-24
WTA,Rhea Arora,1424.23,5,2024-07-01
WTA,Nayoung Lee,1423.65,5,2024-09-30
ATP,Jakub Krawczyk,1423.42,5,2025-08-11
ATP,Nikoloz Davlianidze,1423.39,5,2022-08-08
WTA,Aliz Stumpf,1423.16,5,2024-04-29
WTA,Neda Simic,1423.02,5,2025-07-21
ATP,Eugenio Almeida Junior,1423.02,5,2025-11-24
ATP,George Gregoriou,1422.91,5,2026-05-04
WTA,Maria Kontolaimaki,1422.8,5,2021-06-07
ATP,Beren Tan,1422.51,5,2025-11-03
WTA,Abigail Gunawan,1422.21,5,2024-03-18
WTA,Silvia Caliman,1422.17,5,2026-06-01
ATP,Claudio Renardi Lumanau,1422.15,5,2024-09-09
WTA,Yelena Isabel Sanchez Contreras,1422.14,5,2024-11-25
WTA,Claudia Pastor Sancho,1421.97,5,2022-11-28
ATP,Mikayel Avetisyan,1421.81,5,2026-06-01
WTA,Lola Maya Gutensohn,1421.39,5,2023-03-27
WTA,Jessica Franke,1421.11,5,2024-02-26
ATP,Wulfrano Martinez Mora Esdras,1420.34,5,2026-04-27
WTA,Majra Djokic,1420.09,5,2024-07-01
WTA,Alina Muradow,1420.01,5,2021-05-03
WTA,Asli Yagmur Kunduk,1419.36,5,2022-04-18
WTA,Africa Guzman Garcia,1419.35,5,2026-03-02
WTA,Diana Khaydarshina,1419.27,5,2023-02-27
ATP,Yunes Talavar,1418.48,5,2025-05-05
WTA,Yunfei Cai,1418.33,5,2024-11-25
WTA,Elena Rey,1417.62,5,2022-08-01
WTA,Lara Torres,1417.02,5,2022-10-10
WTA,Niharika Deshmukh,1416.91,5,2022-06-20
WTA,Isabeli Andreola,1416.68,5,2025-12-15
ATP,Anurag Agarwal,1416.32,5,2024-07-29
WTA,Tereza Susen,1416.24,5,2024-08-19
WTA,Thaniya Sarai Gogulamanda,1415.97,5,2025-10-27
WTA,Pragati Solankar,1415.44,5,2024-12-09
ATP,Santiago Ruiz Velasco Hermida,1415.44,5,2025-02-24
WTA,Rebecca Lo Pumo,1414.93,5,2023-11-13
WTA,Karolina Mrowiecova,1414.7,5,2022-02-28
ATP,Oges Theyjo Jaya Prakash,1414.57,5,2026-02-09
WTA,Mayra Arce Gonzalez,1413.86,5,2024-11-04
WTA,Bundhel Amarjot,1413.55,5,2023-06-05
ATP,Strahinja Musicki,1413.52,5,2024-05-20
ATP,Adam Bajurko,1413.51,5,2026-05-18
WTA,Sonia Mangat,1413.09,5,2024-07-01
WTA,Maxine Sophie Kammerer,1412.74,5,2026-05-18
WTA,Tiana Philippides,1409.02,5,2024-07-01
ATP,Cheik Pandzou Ekoume,1408.84,5,2025-02-17
WTA,Sampada Coster,1408.78,5,2022-05-16
ATP,Tymofii Milovanov,1406.88,5,2025-08-18
WTA,Veronika Lutsenko,1401.9,5,2025-05-26
WTA,Coco Gauff,1582.16,4,2021-02-22
WTA,Ons Jabeur,1560.56,4,2025-06-16
ATP,Di Wu,1549.86,4,2020-01-13
ATP,Grigor Dimitrov,1543.9,4,2026-05-12
ATP,Tomas Liska,1542.99,4,2021-08-16
WTA,Jenna Sloan,1541.29,4,2023-06-19
WTA,Duru Yagmur Durgun,1538.95,4,2022-12-12
WTA,Bridget Stammel,1536.92,4,2024-07-22
WTA,Carly Briggs,1534.71,4,2024-08-12
WTA,Demi Schuurs,1534.55,4,2023-09-18
WTA,Elizabeth Scotty,1534.09,4,2021-10-04
WTA,Anna Parkhomenko,1533.05,4,2020-01-20
WTA,Isabela Mocelin Romanichen,1530.89,4,2021-11-29
ATP,Alexander Stepin,1530.8,4,2021-03-08
WTA,Charlotte Robillard Millette,1529.34,4,2020-03-02
WTA,Ayumi Hirata,1528.61,4,2020-03-02
WTA,Martina Zerulo,1528.07,4,2021-10-11
WTA,Giulia Gabba,1526.93,4,2024-10-14
WTA,Valeriya Zeleva,1526.48,4,2022-02-28
WTA,Kathryn Treiber,1525.84,4,2022-11-07
WTA,Sofiia Paladi,1525.71,4,2021-08-23
WTA,Daryna Shoshyna,1523.86,4,2025-06-30
WTA,Anna Perelman,1523.32,4,2023-05-01
WTA,Ishika Ashar,1522.38,4,2024-11-18
WTA,Stefi Marithe Aludo,1518.96,4,2026-01-26
ATP,Bengt Johan Reinhard,1517.46,4,2025-08-25
WTA,Caroline Shao,1516.98,4,2025-11-10
ATP,Damien Clerc,1516.36,4,2025-10-13
ATP,Eudald Gonzalez,1516.1,4,2026-02-02
WTA,Alessia Antici,1516.09,4,2025-09-15
ATP,Jack Secord,1515.36,4,2026-02-23
WTA,Amra Hercegovac Sadikovic,1514.15,4,2026-02-02
WTA,Rebeka Margareta Mertena,1512.74,4,2023-07-03
WTA,Yuika Ikawa,1512.52,4,2024-07-29
WTA,Desirae Krawczyk,1511.99,4,2022-09-19
ATP,Andre Biro,1510.0,4,2022-05-09
ATP,Pierce Rollins,1509.98,4,2022-08-01
WTA,Sara Saad,1509.31,4,2026-05-18
WTA,Alison Riske Amritraj,1509.01,4,2023-01-09
ATP,Kiruthik Kalyaan As,1508.7,4,2024-10-14
ATP,Guillermo Olaso,1508.62,4,2025-08-04
WTA,Kylie Bilchev,1508.39,4,2023-07-17
WTA,Rozalie Dohnalova,1507.95,4,2021-04-19
ATP,Farzin Danny Amiri,1507.54,4,2021-12-06
WTA,Julia Garcia Ruiz,1507.42,4,2025-08-18
WTA,Anya Chavez,1507.41,4,2023-06-19
WTA,Montserrat Marron,1507.4,4,2026-03-02
ATP,Kevin Chahoud,1507.29,4,2022-01-24
WTA,Carla Suarez Navarro,1506.97,4,2020-02-17
WTA,Iveta Daujotaite,1506.94,4,2021-06-07
ATP,Enrico Giacomini,1506.27,4,2023-08-28
WTA,Tea Pavlicic,1505.93,4,2022-02-07
WTA,Jiyoung Seo,1505.61,4,2023-09-04
WTA,Hannah Ayrault,1505.33,4,2026-04-13
WTA,Giulia La Rocca,1505.17,4,2021-11-15
WTA,Gabriela Nicole Tatarus,1504.95,4,2020-02-24
ATP,Isaac Arturo Arevalo,1504.92,4,2022-09-19
WTA,Lina Bezza,1504.64,4,2026-06-01
WTA,Eva Kaliadina,1504.54,4,2026-05-18
WTA,Yuu Kizuka,1504.37,4,2024-03-18
WTA,Marija Lauva,1504.0,4,2025-11-03
ATP,Jo-Wilfried Tsonga,1503.9,4,2022-02-21
WTA,Audelie Lesauvage,1503.8,4,2024-10-14
WTA,Julie Sappl,1503.36,4,2021-02-22
WTA,Augusta Lucia Grau Kristensen,1503.36,4,2023-11-27
ATP,Rodrigo Banzer,1503.14,4,2020-03-02
ATP,Zongbing Yu,1502.92,4,2024-06-17
ATP,Tanner K Smith,1502.33,4,2020-01-20
ATP,Rodrigo Crespo Piedra,1502.16,4,2024-11-18
ATP,Theodore Winegar,1501.87,4,2026-04-06
ATP,Roee Benya,1501.42,4,2021-11-08
WTA,Francesca Rumi,1501.28,4,2020-01-27
WTA,Dana Heimen,1501.23,4,2021-10-04
ATP,Luis Molina,1501.23,4,2022-11-14
WTA,Nandini Dixit,1501.03,4,2022-06-20
ATP,Diego Duran,1500.99,4,2025-07-21
WTA,Carmen Schultheiss,1500.89,4,2020-02-24
WTA,Hu Yahui,1500.82,4,2024-05-13
ATP,Gael Monfils,1500.6,4,2023-03-13
WTA,Jelena Vico,1500.45,4,2024-10-21
WTA,Carla Verdu Azorin,1500.26,4,2022-12-05
WTA,Marta Leon Jaume,1500.04,4,2026-04-27
ATP,Pietro Rimondini,1499.86,4,2021-11-01
WTA,Cornelia Lister,1499.76,4,2020-03-09
WTA,Jacey Tian,1499.22,4,2024-08-12
WTA,Jinte Eve De Boer,1499.12,4,2025-11-24
WTA,Shir Azran,1499.03,4,2022-06-13
WTA,Emerald Able,1499.02,4,2020-01-20
WTA,Sarra Attig,1498.91,4,2024-10-14
WTA,Nela Charvatova,1498.86,4,2025-11-03
WTA,Vickie Trocker,1498.81,4,2020-01-20
ATP,Henrik Traskin,1498.56,4,2020-01-27
WTA,Chaewon Whang,1498.52,4,2024-09-30
WTA,Madoka Yokokawa,1498.5,4,2023-03-27
WTA,Oriana Parkins Godwin,1498.27,4,2021-01-18
WTA,Katharina Spieth,1498.23,4,2023-11-27
WTA,Rixt Van Der Werff,1498.2,4,2024-07-01
ATP,Valentino Conte,1498.06,4,2026-05-11
WTA,Lorin Tilipman,1498.03,4,2021-05-10
WTA,Elizaveta Gavrilova,1497.86,4,2021-11-29
WTA,Nevena Kolarevic,1497.79,4,2021-07-05
WTA,Emily Burns,1497.31,4,2020-02-10
WTA,Laura Sofia Ramos Ramirez,1496.72,4,2021-11-15
WTA,Brooke Killingsworth,1496.47,4,2020-02-17
WTA,Akina Shiga,1496.45,4,2026-05-11
WTA,Lucie Safarova,1496.39,4,2024-07-22
ATP,Florian Lakat,1496.38,4,2023-09-11
WTA,Helen Parsons,1496.36,4,2023-07-31
WTA,Rion Itaya,1496.28,4,2025-11-03
WTA,Lea Karren,1496.28,4,2025-03-03
WTA,Rafaela Platsiota,1496.05,4,2022-05-23
WTA,Yeri Hong,1495.86,4,2026-04-27
WTA,Darya Zykova,1495.84,4,2021-11-22
WTA,Julie Gauguery,1495.6,4,2023-02-20
WTA,Victoria Grymalska,1495.47,4,2022-08-01
WTA,Grace Bernstein,1495.28,4,2026-05-11
WTA,Prapti Soni,1495.22,4,2021-03-08
WTA,Vanesa Sulcova,1495.0,4,2023-09-04
WTA,Luiza Caixeta Parreira,1494.98,4,2022-08-01
WTA,Zlata Bartanusz,1494.98,4,2025-03-03
WTA,Wambui Taylor,1494.83,4,2022-07-25
WTA,Riana Tan,1494.6,4,2023-09-18
WTA,Ana Julia Sartori,1494.51,4,2024-12-09
WTA,Angelina Daniukova,1494.03,4,2020-01-20
WTA,Isabella Hu,1493.75,4,2024-08-12
WTA,Jana Leder,1493.58,4,2024-09-02
WTA,Maria Franco,1493.08,4,2021-11-15
WTA,Mia Brayotta,1492.87,4,2024-08-05
WTA,Hyeseo Shin,1492.73,4,2022-09-05
WTA,Isabel Oliveira,1492.45,4,2023-05-22
WTA,Sarasa Kaneko,1492.39,4,2024-03-18
ATP,Saahith Jayaraman,1492.35,4,2025-06-30
ATP,Ryuhei Azuma,1492.07,4,2023-10-16
ATP,Nour Fathalla,1492.04,4,2026-05-18
WTA,Maria Gabriela Mejia,1492.03,4,2022-10-31
WTA,Emma Andrea Tutoveanu,1492.01,4,2024-03-11
WTA,Iida Heinonen,1491.98,4,2025-12-01
ATP,Sergio Redondo Pereira,1491.71,4,2023-02-06
WTA,Anna Brunet Brady,1491.28,4,2026-05-04
ATP,Zack Vialla,1491.11,4,2024-11-11
ATP,Dario Huber,1490.98,4,2024-08-26
WTA,Jiyun Oh,1490.95,4,2026-05-04
WTA,Martina Husarova,1490.37,4,2024-11-18
WTA,Anastasia Uspenskaia,1490.29,4,2021-06-21
ATP,Ignacio De Armas,1490.18,4,2025-11-24
ATP,llan Hediger,1490.09,4,2026-03-02
WTA,Eliana Blake,1489.95,4,2026-02-16
WTA,Luana Avelar,1489.92,4,2023-06-19
WTA,Jinshu Xia,1489.81,4,2025-08-11
ATP,Mattias Pisanu,1489.64,4,2026-04-27
ATP,Max Pade,1489.58,4,2026-05-25
ATP,Luis Andres Flores Avila,1489.56,4,2026-01-19
WTA,Hannah Read,1489.47,4,2023-10-16
WTA,Kenna Erickson,1489.18,4,2024-08-12
ATP,Iker Gaztambide Arrastia,1489.13,4,2025-06-16
WTA,Nicole Alfaro,1488.07,4,2024-06-10
ATP,Louay Makke,1488.02,4,2025-06-23
WTA,Nour Sahnoun,1487.77,4,2026-02-23
ATP,Baltazar Wiger Nordas,1487.74,4,2026-01-05
ATP,Mitchell Sheldon,1487.64,4,2025-11-03
ATP,Alejandro Jacome Jaramillo,1487.24,4,2025-07-14
ATP,Jannik Sinner,1487.23,4,2020-08-24
WTA,Guillermina Silva,1487.08,4,2022-11-28
WTA,Sara Maria Calmuschi,1487.07,4,2024-03-11
WTA,Emilia Namyslo,1486.33,4,2022-11-07
ATP,Christopher Rungkat,1485.68,4,2023-04-24
ATP,Adam Kaczmarek,1485.47,4,2026-05-25
ATP,Vaal Urankar,1485.29,4,2026-05-25
ATP,Jesse Witten,1485.26,4,2021-06-28
ATP,Paul Ender,1484.78,4,2024-09-09
WTA,Alston Myatt,1484.74,4,2024-11-11
ATP,Jan Simonsson,1484.72,4,2026-05-04
WTA,Prarthana G Thombare,1484.67,4,2024-09-16
WTA,Yui Komada,1484.65,4,2025-06-16
ATP,Alexander Glomb,1484.58,4,2025-10-13
WTA,Ran Inaba,1484.55,4,2024-04-08
WTA,Ambar Corbalan Miranda,1484.34,4,2026-03-23
WTA,Stefaniya Neporent,1483.81,4,2025-11-24
ATP,Tyler Stewart,1483.32,4,2023-11-06
WTA,Joana Schulten,1483.24,4,2023-05-29
WTA,Yaroslava Shvedova,1483.15,4,2021-08-23
WTA,Erika Abraham Nilsen,1482.91,4,2024-05-20
ATP,Enrico  Giacomini,1482.73,4,2023-05-08
WTA,Greta Petrillo,1482.69,4,2023-11-13
WTA,Brandy Mina,1482.59,4,2025-01-13
ATP,Ioannis Papounidis,1482.54,4,2022-05-23
WTA,Nicole Sifuentes,1482.32,4,2025-07-14
ATP,Kevin Major,1482.04,4,2023-04-24
WTA,Leana Nannapaneni,1481.88,4,2025-02-24
WTA,Sena Yoon,1481.86,4,2025-08-11
ATP,Rayane Stable,1481.69,4,2022-08-01
ATP,Maximilian Borisov,1481.6,4,2025-11-24
ATP,Marco Migliorati,1481.34,4,2026-05-11
WTA,Ena Ilic,1481.32,4,2026-06-01
ATP,Bruno Nhavene,1481.23,4,2024-10-21
ATP,Jungwoong Na,1481.18,4,2023-06-12
ATP,Julius Maximilian Haus,1480.93,4,2025-09-15
ATP,Mitchell Lee,1480.7,4,2024-06-10
WTA,Wiktoria Rutkowska,1480.48,4,2021-08-02
WTA,Nadia Affelt,1480.33,4,2025-08-11
ATP,Mateusz Kulakowski,1479.68,4,2022-09-12
WTA,Camila Antonella Neyra,1479.56,4,2021-04-05
ATP,Sergio Ingles Garre,1479.55,4,2025-03-17
ATP,Trisztan Gubi,1479.47,4,2026-06-01
WTA,Emma Scaldalai,1479.46,4,2025-11-17
WTA,Orla Cooper,1479.4,4,2023-10-16
ATP,Aron Janos Major,1479.33,4,2025-10-27
ATP,Nuno Pinheiro,1479.29,4,2023-07-24
WTA,Leonor Oliveira,1479.14,4,2022-07-04
ATP,Ali Missoum,1479.06,4,2025-12-22
WTA,Leonie Moeller,1479.02,4,2024-07-22
ATP,Matyas Kozlovsky,1478.98,4,2026-05-11
WTA,Victoria Ariadna Beccio,1478.87,4,2021-04-05
WTA,Sara Stojanovic,1478.85,4,2024-07-29
ATP,Timeo Bretin,1478.82,4,2025-06-23
ATP,Masato Perera,1478.76,4,2024-06-17
ATP,Roberto Chacon Huertas,1478.6,4,2024-06-10
WTA,Isabella Foshee,1478.58,4,2026-03-02
WTA,Yaelle Vaissaud,1478.47,4,2023-06-26
ATP,Andre Megrabian,1478.44,4,2026-05-25
WTA,Maria Tenase,1478.42,4,2023-12-11
ATP,Alessio Demichelis,1478.29,4,2024-08-19
WTA,Maja Nieradzik,1478.27,4,2024-08-19
WTA,Kaitlyn Rolls,1477.95,4,2025-07-21
ATP,Cooper Mccarthy,1477.93,4,2026-05-04
ATP,Kai Thompson,1477.89,4,2026-01-05
WTA,Marfa Mylnikova,1477.75,4,2026-03-09
ATP,Adam Faragcao,1477.61,4,2024-10-07
WTA,Margherita Viglietti,1477.22,4,2022-01-17
ATP,Agustin Mastri,1477.04,4,2023-10-16
ATP,Miguel Perez Pena,1477.01,4,2023-06-12
ATP,Alex Cairo,1476.88,4,2024-09-30
WTA,Ana Maye Martinez,1476.83,4,2026-04-27
WTA,Zaneta Malinovic,1476.79,4,2020-03-09
WTA,Silvia Zappoli,1476.49,4,2024-04-08
WTA,Floriana Popovici,1476.39,4,2024-08-05
WTA,Myrto Proimaki,1476.33,4,2024-11-04
ATP,Aditya Govila,1476.23,4,2025-02-10
WTA,Hannah Kaile Shen,1476.18,4,2024-07-01
WTA,Leticia Alessia Bazan Bazan,1476.1,4,2025-12-15
ATP,Leo Poupinel,1475.97,4,2024-11-18
ATP,Juan Pablo Grassi Mazzuchi,1475.96,4,2022-07-04
ATP,Tarek Erlewein,1475.88,4,2025-08-11
ATP,Kris Krawcewicz,1475.79,4,2022-02-14
WTA,Aahan Aahan,1475.71,4,2026-02-23
WTA,Nina Andronicou,1475.7,4,2025-11-03
ATP,Fabian Hansch Mauritzson,1475.68,4,2022-05-09
WTA,Miyuu Kimura,1475.58,4,2026-04-27
ATP,Charles Tzicas,1475.44,4,2021-05-03
WTA,Betina Buris,1475.42,4,2022-11-21
ATP,Andre Souza,1475.36,4,2026-03-23
WTA,Harena Voaviandraina,1475.35,4,2023-02-27
WTA,Zoe Hammond,1475.34,4,2025-10-06
WTA,Alba Fernandez Esteban,1475.31,4,2022-11-14
ATP,James Frawley,1475.28,4,2022-06-20
WTA,Magdalena Pantuckova,1475.22,4,2020-02-10
ATP,Konstantine Gogeliya,1475.02,4,2025-05-19
ATP,Andre Miele,1474.91,4,2021-11-08
WTA,Giulia Barberini,1474.76,4,2021-11-22
ATP,Augusto Mateo Lucarelli,1474.64,4,2026-06-01
WTA,Alissia Aleksandra Kivi,1474.38,4,2023-01-09
ATP,Luca Bluett,1474.33,4,2024-01-15
ATP,Miguel Angel Alonso,1474.21,4,2024-07-22
ATP,Yusuf Ebrahim Ahmed Abdulla Qaed,1474.0,4,2025-11-24
WTA,Calla Mcgill,1473.93,4,2025-05-12
WTA,Ulyana Romanova,1473.86,4,2023-04-10
WTA,Justyna Anna Strykova,1473.67,4,2025-11-24
WTA,Laurence Demers,1473.66,4,2026-03-02
WTA,Isabella Venter,1473.63,4,2024-06-24
ATP,Spencer Papa,1473.58,4,2020-03-02
ATP,Nicolas Rousset,1473.52,4,2021-11-01
WTA,Ema Bubalo,1473.38,4,2022-05-02
WTA,Jana Radojkovic,1473.33,4,2024-05-06
WTA,Eva Zharova,1473.12,4,2024-05-13
ATP,Denys Molchanov,1473.12,4,2025-10-27
WTA,Anna Pribylova,1473.08,4,2021-08-16
WTA,Kida Ferrari,1473.02,4,2023-11-06
ATP,Jan Pleva,1473.02,4,2023-08-28
ATP,Aqeel Khan,1472.99,4,2025-11-24
WTA,Andrea Burguete Beltran,1472.83,4,2026-02-09
WTA,Claudia De Lucas Rivera,1472.81,4,2024-11-18
WTA,Vesa Gjinaj,1472.72,4,2022-02-07
WTA,Anna Demirtzi,1472.67,4,2023-11-27
ATP,Maximus Dussault,1472.59,4,2025-11-17
WTA,Azusa Ishii,1472.51,4,2026-05-04
ATP,Frazier  Rengifo,1472.39,4,2023-08-07
ATP,Petar Pjevcevic,1472.31,4,2022-05-16
ATP,Stijn Hofman,1472.31,4,2026-05-25
WTA,Evana Bowell,1472.29,4,2020-03-02
WTA,Constanza Cruz,1472.29,4,2021-04-05
WTA,Rachael Phelan,1472.22,4,2024-04-01
